mode	domain	dim	var	trial_idx	n_tiles	oddball_idx	saved_avg	recomp_avg	len_saved	len_recomp	multiset_match	avg_match	audit_status
var_balanced	nuts_and_bolts	3	0	8	6	2	35.0	35.0	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	0	9	6	5	6.0	6.0	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	0	10	6	5	2.0	2.0	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	0	11	6	6	2.0	2.0	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	0	12	6	2	35.0	35.0	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	0	13	6	5	6.0	6.0	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	0	14	6	1	2.0	2.0	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	0	15	6	6	35.0	35.0	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	0	16	6	3	6.0	6.0	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	0	17	6	2	6.0	6.0	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	0	18	6	3	6.0	6.0	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	0	19	6	1	35.0	35.0	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	0	20	6	1	6.0	6.0	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	0	21	6	3	2.0	2.0	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	0	22	6	3	6.0	6.0	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	0	23	6	6	6.0	6.0	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	0	24	6	5	4.0	4.0	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	0	25	6	4	6.0	6.0	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	0	26	6	5	35.0	35.0	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	0	27	6	6	4.0	4.0	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	0	28	6	3	6.0	6.0	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	0	29	6	6	35.0	35.0	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	0	30	6	1	2.0	2.0	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	0	31	6	3	2.0	2.0	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	0	32	6	2	7.0	7.0	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	0	33	6	4	6.0	6.0	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	0	34	6	4	13.0	13.0	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	0	35	6	3	13.0	13.0	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	0	36	6	3	4.0	4.0	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	0	37	6	2	6.0	6.0	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	0	38	6	6	4.0	4.0	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	0	39	6	5	2.0	2.0	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	0	40	6	2	6.0	6.0	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	1	0	6	6	38.6	38.6	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	1	1	6	2	25.0	25.0	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	1	2	6	4	16.0	16.0	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	1	3	6	3	28.0	28.0	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	1	4	6	3	8.4	8.4	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	1	5	6	1	7.2	7.2	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	1	6	6	1	27.0	27.0	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	1	7	6	4	38.6	38.6	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	1	8	6	6	38.6	38.6	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	1	9	6	4	7.2	7.2	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	1	10	6	2	6.2	6.2	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	1	11	6	2	5.6	5.6	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	1	12	6	6	36.2	36.2	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	1	13	6	2	27.0	27.0	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	1	14	6	6	4.4	4.4	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	1	15	6	5	36.2	36.2	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	1	16	6	3	8.4	8.4	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	1	17	6	2	13.8	13.8	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	1	18	6	5	27.0	27.0	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	1	19	6	3	39.2	39.2	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	1	20	6	6	7.2	7.2	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	1	21	6	3	9.8	9.8	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	1	22	6	6	27.0	27.0	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	1	23	6	1	7.2	7.2	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	1	24	6	1	5.2	5.2	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	1	25	6	2	8.4	8.4	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	1	26	6	2	38.6	38.6	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	1	27	6	4	13.0	13.0	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	1	28	6	3	13.8	13.8	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	1	29	6	4	38.6	38.6	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	1	30	6	1	4.4	4.4	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	1	31	6	4	23.0	23.0	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	1	32	6	3	8.8	8.8	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	1	33	6	2	13.8	13.8	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	1	34	6	1	16.6	16.6	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	1	35	6	1	30.4	30.4	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	1	36	6	5	25.0	25.0	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	1	37	6	6	8.4	8.4	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	1	38	6	3	5.2	5.2	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	1	39	6	2	5.6	5.6	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	1	40	6	5	7.2	7.2	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	2	0	6	1	42.8	42.8	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	2	1	6	1	9.4	9.4	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	2	2	6	5	19.0	19.0	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	2	3	6	1	10.0	10.0	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	2	4	6	6	9.6	9.6	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	2	5	6	2	9.6	9.6	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	2	6	6	3	10.8	10.8	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	2	7	6	1	41.8	41.8	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	2	8	6	6	41.6	41.6	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	2	9	6	2	10.8	10.8	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	2	10	6	1	26.6	26.6	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	2	11	6	6	9.2	9.2	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	2	12	6	2	38.6	38.6	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	2	13	6	3	10.2	10.2	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	2	14	6	1	7.4	7.4	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	2	15	6	2	39.8	39.8	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	2	16	6	1	30.6	30.6	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	2	17	6	1	30.6	30.6	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	2	18	6	6	15.0	15.0	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	2	19	6	1	42.8	42.8	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	2	20	6	6	30.6	30.6	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	2	21	6	1	26.6	26.6	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	2	22	6	2	14.2	14.2	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	2	23	6	5	15.0	15.0	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	2	24	6	6	8.8	8.8	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	2	25	6	1	13.2	13.2	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	2	26	6	6	40.4	40.4	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	2	27	6	6	9.4	9.4	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	2	28	6	3	15.0	15.0	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	2	29	6	1	41.0	41.0	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	2	30	6	5	9.2	9.2	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	2	31	6	4	26.6	26.6	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	2	32	6	2	10.0	10.0	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	2	33	6	4	32.4	32.4	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	2	34	6	1	16.0	16.0	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	2	35	6	6	17.2	17.2	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	2	36	6	4	26.8	26.8	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	2	37	6	3	28.2	28.2	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	2	38	6	2	28.6	28.6	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	2	39	6	4	15.0	15.0	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	2	40	6	2	13.8	13.8	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	2	41	6	5	12.4	12.4	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	2	42	6	3	30.6	30.6	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	2	43	6	6	39.8	39.8	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	2	44	6	2	31.6	31.6	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	2	45	6	6	11.4	11.4	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	2	46	6	3	10.8	10.8	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	2	47	6	5	7.8	7.8	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	2	48	6	3	39.8	39.8	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	2	49	6	5	11.6	11.6	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	2	50	6	3	8.0	8.0	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	2	51	6	3	40.4	40.4	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	2	52	6	2	10.8	10.8	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	2	53	6	6	8.0	8.0	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	2	54	6	1	13.8	13.8	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	2	55	6	5	20.8	20.8	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	2	56	6	6	29.8	29.8	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	2	57	6	1	9.6	9.6	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	2	58	6	6	8.6	8.6	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	2	59	6	4	10.8	10.8	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	2	60	6	5	11.4	11.4	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	2	61	6	1	44.6	44.6	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	3	0	6	5	46.4	46.4	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	3	1	6	3	16.6	16.6	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	3	2	6	1	38.8	38.8	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	3	3	6	3	31.6	31.6	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	3	4	6	3	30.6	30.6	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	3	5	6	4	31.8	31.8	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	3	6	6	1	31.8	31.8	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	3	7	6	1	44.8	44.8	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	3	8	6	6	42.2	42.2	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	3	9	6	3	34.8	34.8	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	3	10	6	4	11.8	11.8	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	3	11	6	5	33.8	33.8	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	3	12	6	4	46.4	46.4	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	3	13	6	5	32.4	32.4	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	3	14	6	2	27.8	27.8	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	3	15	6	3	43.4	43.4	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	3	16	6	2	19.2	19.2	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	3	17	6	6	30.6	30.6	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	3	18	6	1	36.0	36.0	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	3	19	6	1	44.0	44.0	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	3	20	6	5	17.6	17.6	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	3	21	6	1	17.6	17.6	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	3	22	6	4	16.4	16.4	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	3	23	6	6	12.0	12.0	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	3	24	6	4	12.4	12.4	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	3	25	6	4	15.6	15.6	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	3	26	6	4	42.2	42.2	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	3	27	6	4	28.0	28.0	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	3	28	6	4	18.4	18.4	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	3	29	6	3	41.0	41.0	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	3	30	6	6	17.0	17.0	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	3	31	6	5	30.8	30.8	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	3	32	6	5	11.8	11.8	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	3	33	6	5	15.8	15.8	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	3	34	6	2	33.4	33.4	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	3	35	6	6	35.8	35.8	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	3	36	6	3	32.2	32.2	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	3	37	6	3	12.6	12.6	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	3	38	6	3	13.0	13.0	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	3	39	6	4	33.8	33.8	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	3	40	6	1	34.8	34.8	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	3	41	6	6	31.0	31.0	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	3	42	6	1	12.0	12.0	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	3	43	6	2	44.0	44.0	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	3	44	6	1	32.8	32.8	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	3	45	6	4	14.8	14.8	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	3	46	6	2	18.2	18.2	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	3	47	6	3	33.8	33.8	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	3	48	6	3	44.0	44.0	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	3	49	6	4	29.0	29.0	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	3	50	6	5	30.8	30.8	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	3	51	6	3	45.2	45.2	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	3	52	6	4	31.8	31.8	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	3	53	6	4	12.6	12.6	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	3	54	6	6	15.2	15.2	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	3	55	6	2	19.6	19.6	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	3	56	6	4	13.0	13.0	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	3	57	6	1	15.0	15.0	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	3	58	6	4	33.8	33.8	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	3	59	6	2	13.0	13.0	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	3	60	6	2	32.8	32.8	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	3	61	6	6	44.0	44.0	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	0	6	4	47.8	47.8	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	1	6	5	32.8	32.8	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	2	6	3	23.8	23.8	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	3	6	5	35.8	35.8	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	4	6	3	36.0	36.0	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	5	6	1	35.6	35.6	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	6	6	2	35.4	35.4	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	7	6	4	45.4	45.4	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	8	6	1	45.8	45.8	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	9	6	2	37.2	37.2	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	10	6	6	32.0	32.0	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	11	6	3	32.6	32.6	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	12	6	3	46.6	46.6	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	13	6	2	32.4	32.4	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	14	6	2	31.4	31.4	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	15	6	1	46.0	46.0	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	16	6	3	39.0	39.0	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	17	6	4	19.4	19.4	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	18	6	6	36.8	36.8	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	19	6	6	45.4	45.4	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	20	6	2	38.0	38.0	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	21	6	4	18.4	18.4	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	22	6	4	19.2	19.2	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	23	6	2	18.8	18.8	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	24	6	5	34.0	34.0	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	25	6	2	33.0	33.0	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	26	6	6	46.2	46.2	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	27	6	3	35.8	35.8	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	28	6	2	33.6	33.6	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	29	6	5	45.4	45.4	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	30	6	1	35.8	35.8	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	31	6	5	33.2	33.2	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	32	6	2	32.8	32.8	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	33	6	3	36.8	36.8	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	34	6	5	22.0	22.0	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	35	6	5	35.8	35.8	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	36	6	2	31.6	31.6	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	37	6	4	16.6	16.6	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	38	6	1	33.4	33.4	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	39	6	3	35.4	35.4	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	40	6	6	36.8	36.8	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	41	6	3	32.8	32.8	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	42	6	3	36.0	36.0	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	43	6	3	47.2	47.2	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	44	6	3	36.4	36.4	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	45	6	3	15.8	15.8	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	46	6	1	36.8	36.8	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	47	6	2	19.2	19.2	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	48	6	3	45.8	45.8	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	49	6	1	15.0	15.0	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	50	6	2	31.6	31.6	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	51	6	3	48.2	48.2	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	52	6	3	37.2	37.2	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	53	6	3	35.6	35.6	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	54	6	6	36.4	36.4	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	55	6	4	21.4	21.4	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	56	6	5	15.4	15.4	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	57	6	3	35.6	35.6	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	58	6	5	19.2	19.2	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	59	6	6	33.6	33.6	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	60	6	5	36.0	36.0	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	61	6	3	48.2	48.2	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	62	6	1	35.2	35.2	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	63	6	4	20.2	20.2	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	64	6	1	38.2	38.2	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	65	6	1	47.6	47.6	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	66	6	3	48.6	48.6	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	67	6	2	32.8	32.8	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	68	6	1	35.6	35.6	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	69	6	6	14.8	14.8	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	70	6	4	33.0	33.0	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	71	6	3	33.0	33.0	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	72	6	6	31.4	31.4	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	73	6	5	35.8	35.8	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	74	6	4	34.6	34.6	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	75	6	3	36.0	36.0	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	76	6	1	47.6	47.6	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	77	6	1	22.0	22.0	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	78	6	4	37.4	37.4	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	79	6	5	36.0	36.0	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	80	6	3	34.6	34.6	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	81	6	6	37.6	37.6	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	82	6	5	35.6	35.6	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	83	6	5	31.6	31.6	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	84	6	1	34.0	34.0	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	85	6	6	36.2	36.2	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	86	6	5	33.0	33.0	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	87	6	2	35.0	35.0	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	88	6	2	33.0	33.0	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	89	6	2	18.8	18.8	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	90	6	5	45.8	45.8	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	91	6	4	44.6	44.6	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	92	6	2	47.6	47.6	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	93	6	1	33.4	33.4	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	94	6	1	19.6	19.6	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	95	6	5	36.4	36.4	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	96	6	4	16.6	16.6	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	97	6	2	33.2	33.2	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	98	6	3	36.2	36.2	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	99	6	3	36.4	36.4	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	100	6	5	15.8	15.8	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	101	6	3	19.0	19.0	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	102	6	1	15.8	15.8	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	103	6	5	32.6	32.6	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	104	6	3	33.6	33.6	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	105	6	6	48.2	48.2	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	106	6	6	17.8	17.8	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	107	6	5	33.4	33.4	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	108	6	5	36.0	36.0	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	109	6	6	34.0	34.0	5	5	1	1	ok
var_balanced	nuts_and_bolts	3	4	110	6	6	46.6	46.6	5	5	1	1	ok
